surt_url,timestamp,charset,digest,filename,languages,length,mime,mime-detected,offset,status,url
"edu,brookings)/articles/%e2%80%8bminsk-is-not-working-but-kyiv-should-stay-with-it",20250428014653,UTF-8,CYR4R4W5TTM4LDGVRROZH2KV3X5XVDIN,crawl-data/CC-MAIN-2025-18/segments/1744889136325.65/warc/CC-MAIN-20250428010926-20250428040926-00635.warc.gz,eng,47202,text/html,text/html,683015022,200,https://www.brookings.edu/articles/%E2%80%8Bminsk-is-not-working-but-kyiv-should-stay-with-it/
